,text,intent
6418,"Apri quel cassetto adesso, non perdere tempo!",OpenContainer
6419,"Apri subito quel cassetto, senza fare storie!",OpenContainer
6420,"Apri il cassetto subito, senza fare storie!",OpenContainer
6421,"Apri quel cassetto adesso, senza fare storie!",OpenContainer
6422,Apri subito questo cassetto!,OpenContainer
6423,Apri immediatamente quel cassetto ora!,OpenContainer
6424,Apri quel cassetto ORA!,OpenContainer
6425,Apri quel cassetto adesso stesso!,OpenContainer
6426,"Ciao, scusa il disturbo. Potresti gentilmente aprire quel cassetto per me, per favore? Ho bisogno di prenderci qualcosa, grazie mille.",OpenContainer
6427,"Scusa, potresti gentilmente aprire il cassetto per me per favore?",OpenContainer
6428,"Ciao, scusa se ti disturbo, potresti gentilmente aprire il cassetto per me, per favore?",OpenContainer
6429,Potresti gentilmente aprire quel cassetto là per favore?,OpenContainer
6430,"Apri quel cassetto, per favore.",OpenContainer
6431,"Apri il cassetto, grazie.",OpenContainer
6432,"Ciao, potresti per favore aprire il cassetto per me?",OpenContainer
6433,"Ciao, posso chiederti di aprirmi quel cassetto, per favore?",OpenContainer
6434,"Apri subito quel cassetto, non perdere tempo!",OpenContainer
6435,"Hey, apri il cassetto subito!",OpenContainer
6436,"Apri quel cassetto subito, ora!",OpenContainer
6437,"Apri quel cassetto subito, senza fare storie!",OpenContainer
6438,"Ciao, potresti per favore aprire il cassetto per me? Ti ringrazio molto.",OpenContainer
6439,"Potresti gentilmente aprire il cassetto per me, per favore?",OpenContainer
6440,"Puoi gentilmente aprire quel cassetto, per favore?",OpenContainer
6441,"Per favore, apri il cassetto senza mostrare emozioni o esitazioni.",OpenContainer
6442,Potresti aiutarmi ad aprire questo cassetto per favore?,OpenContainer
6443,"Ciao, mi puoi aiutare ad aprire quel cassetto per favore?",OpenContainer
6444,"Bambino, puoi aprire gentilmente il cassetto per favore?",OpenContainer
6445,"Mi scusi, signora. Potrebbe gentilmente aprire il cassetto per favore? Ho bisogno di prendere qualcosa da lì dentro. Grazie mille.",OpenContainer
6446,"Scusa, potresti per favore aiutarmi ad aprire questo cassetto? Ho qualche difficoltà e apprezzerei molto la tua gentilezza.",OpenContainer
6447,"Per favore, potresti gentilmente aprirmi questo cassetto?",OpenContainer
6448,"Per favore, potresti aprire il cassetto? Grazie.",OpenContainer
6449,"Perfavore, apri il cassetto.",OpenContainer
6450,"Perfavore, apri il cassetto per me.",OpenContainer
6451,"Scusa, potresti per favore aprirmi quel cassetto? Grazie.",OpenContainer
6452,"Ciao, scusa il disturbo. Potresti gentilmente aprire il cassetto per me? Ho bisogno di prenderci qualcosa e non riesco ad aprirlo. Grazie mille!",OpenContainer
6453,"Ciao, scusa il disturbo. Potresti gentilmente aiutarmi ad aprire questo cassetto? Ho bisogno di prendere qualcosa ma sembra bloccato. Grazie mille!",OpenContainer
6454,"Ciao, scusa il disturbo. Potresti aiutarmi ad aprire questo cassetto? Ho qualche difficoltà e mi servirebbe la tua gentilezza. Grazie mille!",OpenContainer
6455,Sarebbe possibile che tu aprissi quel cassetto?,OpenContainer
6456,Apri il cassetto,OpenContainer
6457,"Per favore, aprimi quel cassetto.",OpenContainer
6458,"Per favore, apri il cassetto senza esitazione.",OpenContainer
6459,Dovresti aprire quel cassetto per favore.,OpenContainer
6460,"Scusa, potresti gentilmente aprire questo cassetto per me?",OpenContainer
6461,"Apri l'armadio adesso, senza fare storie!",OpenContainer
6462,"Apri l'armadio adesso, non c'è tempo da perdere!",OpenContainer
6463,Apri subito quell'armadio ora!,OpenContainer
6464,"Apri subito l'armadio, adesso!",OpenContainer
6465,"Mi scusi, signore, potrebbe gentilmente aprire quest'armadio per me, per favore?",OpenContainer
6466,"Scusi, potrebbe gentilmente aprire quell'armadio per favore? Ho bisogno di prendere qualcosa al suo interno. Grazie mille.",OpenContainer
6467,"Scusi, potrebbe gentilmente aprire questo armadio per favore?",OpenContainer
6468,"Scusi, potrebbe gentilmente aprire quell'armadio, per favore?",OpenContainer
6469,"Per favore, apra quell'armadio.",OpenContainer
6470,"Prego, apra l'armadio.",OpenContainer
6471,"Scusi, potrebbe per favore aprire quell'armadio per me?",OpenContainer
6472,"Mi scusi, potrebbe gentilmente aprire quell'armadio per favore?",OpenContainer
6473,"Scusa, potresti gentilmente aprire questo armadio per favore?",OpenContainer
6474,"Per favore, potresti aprire quell'armadio lì per me?",OpenContainer
6475,"Ciao, scusa se ti disturbo. Potresti gentilmente aiutarmi ad aprire questo armadio? Non riesco a farlo da solo e mi servirebbe una mano. Grazie mille!",OpenContainer
6476,"Scusa, potresti gentilmente aprire l'armadio per me?",OpenContainer
6477,"Potresti gentilmente aprire quell'armadio per me, per favore?",OpenContainer
6478,Puoi aprire l'armadio per favore? Grazie.,OpenContainer
6479,"Per favore, potresti aprire quell'armadio?",OpenContainer
6480,"Per favore, apri quell'armadio lì.",OpenContainer
6481,"Apri l'armadio, per favore",OpenContainer
6482,Sarebbe possibile aprire quell'armadio laggiù per favore?,OpenContainer
6483,"Scusa, potresti gentilmente aprire quell'armadio per me per favore?",OpenContainer
6484,"Apri l'armadio adesso, non perdere tempo!",OpenContainer
6485,Apri quell'armadio subito senza fare storie!,OpenContainer
6486,"Apri subito quell'armadio, non stare lì a perdere tempo!",OpenContainer
6487,"Apri subito quell'armadio, adesso! Non perdere tempo!",OpenContainer
6488,"Apri subito quell'armadio, no perditempo!",OpenContainer
6489,"Hey, potresti gentilmente aprire quell'armadio per me?",OpenContainer
6490,"Hey, potresti per favore aprirmi quell'armadio?",OpenContainer
6491,"Ciao, potresti per favore aprire quell'armadio lì per me?",OpenContainer
6492,"Ciao, potresti aprire per favore l'armadio per me?",OpenContainer
6493,"Apri quell'armadio adesso, senza perdere tempo!",OpenContainer
6494,"Apri subito quell'armadio, senza perdere tempo!",OpenContainer
6495,"Apri l'armadio subito, senza indugio!",OpenContainer
6496,"Apri subito quell'armadio adesso, senza fare storie!",OpenContainer
6497,"Apri immediatamente quell'armadio, adesso!",OpenContainer
6498,"Apri subito quell'armadio, senza obiettare!",OpenContainer
6499,"Bambino, per favore apri quell'armadio là. Grazie.",OpenContainer
6500,Apri l'armadio.,OpenContainer
6501,"Apri l'armadio senza esitazione, per favore.",OpenContainer
6502,"Ciao, potresti aiutarmi ad aprire quell'armadio per favore?",OpenContainer
6503,Puoi aprire l'armadio per favore?,OpenContainer
6504,"Ciao, puoi gentilmente aprire quell'armadio per favore?",OpenContainer
6505,"Ciao, puoi per favore aprire quell'armadio?",OpenContainer
6506,"Mi scusi signora, potrebbe gentilmente aiutarmi ad aprire questo armadio? Ho bisogno di prenderci qualcosa e non riesco ad aprirlo da solo. La ringrazio molto.",OpenContainer
6507,"Scusi, potrebbe gentilmente aprire quell'armadio?",OpenContainer
6508,"Signora, per favore apra quell'armadio.",OpenContainer
6509,"Scusa, potresti per favore aprire quest'armadio per me?",OpenContainer
6510,"Scusi, potrebbe per favore aprire l'armadio?",OpenContainer
6511,"Scusa, potresti per favore aprire l'armadio per me?",OpenContainer
6512,Potresti gentilmente aprirmi l'armadio per favore?,OpenContainer
6513,"Ciao, scusa se ti disturbo. Potresti gentilmente aprirmi quell'armadio là? Ho bisogno di prendere qualcosa al suo interno. Ti ringrazio molto.",OpenContainer
6514,"Ciao, scusa il disturbo. Potresti gentilmente aprire quell'armadio per favore?",OpenContainer
6515,"Ciao! Scusa se ti disturbo, potresti gentilmente aprire l'armadio per favore?",OpenContainer
6516,"Ciao, scusa il disturbo. Potresti gentilmente aprirmi quell'armadio per favore?",OpenContainer
6517,"Ciao, scusa se ti disturbo, potresti gentilmente aprire questo armadio per favore?",OpenContainer
6518,"Potresti gentilmente aprire l'armadio, per favore? Grazie.",OpenContainer
6519,"Per favore, apri l'armadio senza esitazione o emozione.",OpenContainer
6520,"Puoi aprire l'armadio, per favore?",OpenContainer
6521,"Hey, potresti aprire quell'armadio per favore?",OpenContainer
6522,Potresti per favore aprire l'armadio? Grazie.,OpenContainer
6523,"Mi scusi, signore, potrebbe gentilmente aprire quella cassetta per me? Ho bisogno di accedere al suo contenuto. La ringrazio molto.",OpenContainer
6524,"Mi scusi Signore, potrebbe gentilmente aprire questa cassetta per me? Grazie mille.",OpenContainer
6525,"Scusi, potrebbe gentilmente aprire questa cassetta per me, per favore?",OpenContainer
6526,"Buongiorno. Mi servirebbe il suo aiuto per aprire quella cassetta, se può gentilmente farlo al più presto. Grazie.",OpenContainer
6527,"Ciao, scusa se ti disturbo. Avresti per caso la gentilezza di aprire quella cassetta per me? Grazie mille.",OpenContainer
6528,"Ciao, scusa se ti disturbo. Ho notato che hai una cassetta vicino a te, potresti gentilmente aprirla per me? Grazie mille.",OpenContainer
6529,"Ciao, potresti per favore aprire la cassetta per me?",OpenContainer
6530,"Mi potresti gentilmente aiutare ad aprire questa cassetta, per favore?",OpenContainer
6531,"Potresti aprire la cassetta, per favore?",OpenContainer
6532,"Ciao, potresti per favore aprire quella cassetta per me?",OpenContainer
6533,"Ciao, mi servirebbe che tu mi apra questa cassetta, te ne sarei grato.",OpenContainer
6534,"Ciao, riusciresti ad aprire quella cassetta per me?",OpenContainer
6535,"Hey, potresti aprire quella cassetta per favore?",OpenContainer
6536,"Ciao, puoi aprire quella cassetta per favore?",OpenContainer
6537,"Apri quella cassetta, per favore.",OpenContainer
6538,"Hey, puoi aprire quella cassetta per favore?",OpenContainer
6539,"Ciao, potresti gentilmente aprire la cassetta per favore?",OpenContainer
6540,"Ciao, potresti gentilmente aprire questa cassetta per me per favore?",OpenContainer
6541,"Apri quella cassetta subito, non perdere tempo!",OpenContainer
6542,"Apri subito quella cassetta, senza perdere tempo!",OpenContainer
6543,"Apri subito quella cassetta, senza fare storie o perdite di tempo!",OpenContainer
6544,"Apri la cassetta subito, senza indugiare!",OpenContainer
6545,"Apri la cassetta subito, senza fare storie!",OpenContainer
6546,"Ciao, mi potresti aprire quella cassetta per favore?",OpenContainer
6547,"Hey, potresti aprire quella cassetta là per favore?",OpenContainer
6548,"Hey, potresti per favore aprire quella cassetta per me?",OpenContainer
6549,"Hey, puoi gentilmente aprire quella cassetta là per favore?",OpenContainer
6550,"Per favore, apri la cassetta senza esitazione e con precisione.",OpenContainer
6551,"Per favore, apri la cassetta senza esitazione e in modo preciso.",OpenContainer
6552,Potresti per favore aprire quella cassetta lì?,OpenContainer
6553,"Potresti gentilmente aprire questa cassetta per me, per favore?",OpenContainer
6554,"Ciao, puoi aprire gentilmente quella cassetta per me per favore?",OpenContainer
6555,"Ciao, mi scusi, potrebbe gentilmente aiutarmi ad aprire questa cassetta? Non riesco a farlo da solo e sarei molto grato se mi dessi una mano.",OpenContainer
6556,"Scusa, potresti gentilmente aiutarmi ad aprire questa cassetta? Non riesco a farlo da solo. Grazie mille!",OpenContainer
6557,"Potresti gentilmente aprirmi quella cassetta, per favore?",OpenContainer
6558,"Mi apriresti gentilmente quella cassetta, per favore?",OpenContainer
6559,"Perfavore, potresti aprire la cassetta per me?",OpenContainer
6560,Potresti gentilmente aprire quella cassetta per me?,OpenContainer
6561,"Scusa, potresti aprire questa cassetta per favore?",OpenContainer
6562,"Ciao, potresti gentilmente aprirmi questa cassetta per favore? Grazie.",OpenContainer
6563,"Apri subito quel contenitore, non perdere tempo!",OpenContainer
6564,Sbrigati e apri questo contenitore subito!,OpenContainer
6565,"Sbrigati ad aprire quel contenitore ora, non ho tutto il giorno!",OpenContainer
6566,"Scusi, potrebbe gentilmente aiutarmi ad aprire questo contenitore? Sarei molto grato.",OpenContainer
6567,"Per favore, potrebbe aprire gentilmente questo contenitore per me, per cortesia?",OpenContainer
6568,"Posso chiederle di aprire il contenitore, per favore?",OpenContainer
6569,"Per favore, potresti aprire quel contenitore per me?",OpenContainer
6570,Potrebbe gentilmente aprire il contenitore?,OpenContainer
6571,"Perfavore, apri il contenitore.",OpenContainer
6572,"Perfavore, apra il contenitore.",OpenContainer
6573,"Scusi, potrebbe aprire gentilmente questo contenitore per me, per favore?",OpenContainer
6574,"Scusa, potresti aprirmi questo contenitore?",OpenContainer
6575,"Hey, potresti aprire questo contenitore per me?",OpenContainer
6576,Apri il contenitore per favore.,OpenContainer
6577,"Scusa, potresti gentilmente aprire questo contenitore per me per favore?",OpenContainer
6578,"Ciao, scusa mi puoi aiutare ad aprire questo contenitore? Grazie.",OpenContainer
6579,"Ciao, scusa, potresti aprire questo contenitore per favore?",OpenContainer
6580,"Scusa, potresti aprire questo contenitore per me?",OpenContainer
6581,"Hey, apri questo contenitore subito, senza fare storie!",OpenContainer
6582,"Oi, apri quel contenitore subito!",OpenContainer
6583,"Apri quel contenitore ora, non perdere tempo!",OpenContainer
6584,"Apri subito questo contenitore, ora! Non avere fretta e falla veloce!",OpenContainer
6585,"Hey, apri quel contenitore adesso. Non ci vuole tutta 'sta gentilezza, muoviti!",OpenContainer
6586,Apri quel contenitore immediatamente senza fare storie!,OpenContainer
6587,"Apri quel contenitore subito, senza perdere tempo!",OpenContainer
6588,"Ciao, potresti aprire quel contenitore per favore?",OpenContainer
6589,"Hey, potresti aprire questo contenitore per favore?",OpenContainer
6590,"Hey, mi serve il tuo aiuto per aprire questo contenitore. Potresti per favore aiutarmi?",OpenContainer
6591,Apri il contenitore per favore,OpenContainer
6592,"Scusa, potresti gentilmente aprire questo contenitore per me?",OpenContainer
6593,Apri quel contenitore subito! Non stare lì a perdere tempo!,OpenContainer
6594,Apri il contenitore subito senza fare storie!,OpenContainer
6595,Apri questo contenitore subito e non fare storie!,OpenContainer
6596,"Apri questo contenitore subito, non perdere tempo!",OpenContainer
6597,"Apri quel contenitore subito, non stare lì a guardarlo!",OpenContainer
6598,"Apri subito quel contenitore, senza fare storie!",OpenContainer
6599,"Apri il contenitore adesso, senza indugiare!",OpenContainer
6600,"Ciao, potresti aprire questo contenitore per favore?",OpenContainer
6601,"Per favore, apri il contenitore senza esitazione e senza fare commenti.",OpenContainer
6602,"Per favore, aprimi il contenitore senza esitazione, grazie.",OpenContainer
6603,"Per favore, apri il contenitore senza scaldarti troppo, in modo calmo e distaccato.",OpenContainer
6604,"Per favore, apri il contenitore senza esprimere emozioni e con un atteggiamento distaccato.",OpenContainer
6605,Apri il contenitore senza esitazione né espressione emotiva.,OpenContainer
6606,"Per favore, apri il contenitore senza esitazione e con precisione.",OpenContainer
6607,"Per favore, ti chiedo di aprire questo contenitore senza esprimere emozioni o reazioni e mantenendo una certa distanza emotiva.",OpenContainer
6608,"Scusa, signora, potrebbe gentilmente aiutarmi ad aprire questo contenitore? Grazie mille.",OpenContainer
6609,"Scusa signora, potresti gentilmente aprire questo contenitore per me, per favore?",OpenContainer
6610,"Scusi signora, potrebbe aprirmi gentilmente questo contenitore?",OpenContainer
6611,"Mi scusi signora, potrebbe gentilmente aprire questo contenitore per me, per favore?",OpenContainer
6612,"Per favore, potrebbe aprire questo contenitore per me?",OpenContainer
6613,"Ciao, scusa il disturbo. Potresti gentilmente aiutarmi ad aprire questo contenitore? Non riesco ad aprirlo da solo e mi serve il tuo aiuto. Ti ringrazio molto!",OpenContainer
6614,"Ciao, scusa il disturbo. Potresti gentilmente aiutarmi ad aprire questo contenitore? Non riesco ad aprirlo da solo. Grazie mille!",OpenContainer
6615,"Hey, potresti per favore aprire questo contenitore per me?",OpenContainer
6616,Potresti gentilmente aprire questo contenitore per me?,OpenContainer
6617,Posso chiederti di aprire il contenitore per favore?,OpenContainer
6618,Mi potresti aiutare ad aprire questo contenitore per favore?,OpenContainer
6619,"Ciao, puoi aprirmi questo contenitore per favore?",OpenContainer
6620,"Apri subito quella scatola, ora!",OpenContainer
6621,"Apri la scatola adesso, senza esitazione!",OpenContainer
6622,"Scusi, potrebbe gentilmente aprire questa scatola per me, per favore?",OpenContainer
6623,"Mi scusi signore, potrebbe gentilmente aprirmi questa scatola per favore?",OpenContainer
6624,"Scusi, potrebbe per favore aprire questa scatola per me?",OpenContainer
6625,"Buongiorno, mi servirebbe gentilmente il suo aiuto per aprire una scatola. Grazie.",OpenContainer
6626,"Signore, aprirebbe gentilmente la scatola per favore?",OpenContainer
6627,"Potrebbe gentilmente aprire questa scatola per me, per favore?",OpenContainer
6628,"Scusi, potrebbe aprire gentilmente questa scatola per favore?",OpenContainer
6629,"Ciao, scusa il disturbo. Potresti gentilmente aprirmi questa scatola, per favore? Ti ringrazio molto.",OpenContainer
6630,"Scusa, potresti gentilmente aprire questa scatola per me? Ho difficoltà a farlo da solo.",OpenContainer
6631,"Scusa, potresti aprire questa scatola per favore? Grazie.",OpenContainer
6632,"Ciao, mi potresti aprire quella scatola per favore?",OpenContainer
6633,"Hey, potresti aprire quella scatola per favore?",OpenContainer
6634,"Aprimi quella scatola, per favore.",OpenContainer
6635,"Sarebbe così gentile da aprire questa scatola per me, per favore?",OpenContainer
6636,"Puoi gentilmente aprire la scatola per me, per favore?",OpenContainer
6637,"Ciao, potresti gentilmente aprire questa scatola per me?",OpenContainer
6638,"Apri quella scatola subito, non fare il lento!",OpenContainer
6639,"Apri quella scatola subito, non fare il cretino!",OpenContainer
6640,"Apri quella scatola adesso, senza esitazione!",OpenContainer
6641,Apri quella scatola adesso senza fare storie!,OpenContainer
6642,"Scusa, potresti gentilmente aprirmi questa scatola per favore? Sarei davvero grato se potessi aiutarmi.",OpenContainer
6643,"Ciao, potresti gentilmente aprirmi questa scatola per favore?",OpenContainer
6644,"Potresti gentilmente aprire questa scatola, per favore?",OpenContainer
6645,Posso chiederti di aprire questa scatola per favore?,OpenContainer
6646,Potresti gentilmente aprire quella scatola per favore? o Puoi aprire quella scatola per cortesia?,OpenContainer
6647,"Apriti quella scatola, per favore.",OpenContainer
6648,Potresti per favore aprire questa scatola per me?,OpenContainer
6649,"Apri la scatola subito, non perdere tempo!",OpenContainer
6650,"Apriti quella scatola adesso, senza fare storie!",OpenContainer
6651,Apri quella scatola adesso! Non ho tutto il giorno per aspettare!,OpenContainer
6652,"Apri quella scatola immediatamente, senza fare storie!",OpenContainer
6653,"Ciao, potresti gentilmente aiutarmi ad aprire questa scatola? Sarei molto grato per il tuo aiuto.",OpenContainer
6654,Potresti gentilmente aprire quella scatola lì per favore? Grazie.,OpenContainer
6655,"Per favore, apri la scatola senza esprimere emozioni e con un tono di voce neutro.",OpenContainer
6656,"Per favore, apri la scatola senza esprimere emozioni o eccitazione e con un atteggiamento calmo e distaccato.",OpenContainer
6657,Posso chiederti di aprire quella scatola per favore?,OpenContainer
6658,"Per favore, apri la scatola senza esitazione.",OpenContainer
6659,"Per favore, apri la scatola senza esitazione e con un atteggiamento professionale.",OpenContainer
6660,"Per favore, apri la scatola senza esprimere emozioni o reazioni personali.",OpenContainer
6661,"Per favore, apri la scatola in modo ordinato.",OpenContainer
6662,Apri la scatola senza mostrare emozione o coinvolgimento.,OpenContainer
6663,"Per favore, apri la scatola senza fare troppi movimenti e in modo preciso.",OpenContainer
6664,Apri la scatola senza mostrare emozioni o esprimere alcun tipo di reazione.,OpenContainer
6665,"Ciao, potresti aiutarmi ad aprire questa scatola per favore?",OpenContainer
6666,"Mi scusi signora, potrebbe gentilmente aiutarmi ad aprire questa scatola per favore?",OpenContainer
6667,"Apri quella scatola adesso, non perdiamo tempo!",OpenContainer
6668,"Sbrigati e apri quella scatola, non stare lì a guardare!",OpenContainer
6669,"Apri quella scatola subito, non fare storie!",OpenContainer
6670,"Apri quella scatola ora, non perdere tempo!",OpenContainer
6671,"Per favore, potresti aprire questa scatola per me? Grazie mille!",OpenContainer
6672,"Ciao, potresti gentilmente aprire quella scatola là per me, per favore?",OpenContainer
6673,"Per favore, apri la scatola senza esitazione o emozione.",OpenContainer
6674,"Mi scusi, potrebbe per favore consentirmi di dare un'occhiata dentro quel cassetto?",OpenContainer
6675,"Scusa, potresti aprire il cassetto per favore? Ho bisogno di dare un'occhiata a qualcosa all'interno.",OpenContainer
6676,"Mi permetta di dare un'occhiata in quel cassetto, per favore.",OpenContainer
6677,"Mi permetta di dare un'occhiata nel cassetto, per favore.",OpenContainer
6678,Mi permette di dare un'occhiata nel cassetto?,OpenContainer
6679,"Apri il cassetto e consentimi di dare un'occhiata, per favore.",OpenContainer
6680,Apri il cassetto e lasciami vedere cosa c'è dentro.,OpenContainer
6681,"Scusi, potrebbe dare uno sguardo al cassetto per favore?",OpenContainer
6682,"Ciao, scusa se ti disturbo. Potresti aiutarmi a cercare qualcosa in un cassetto? Non riesco a trovarlo da solo e mi servirebbe il tuo aiuto.",OpenContainer
6683,"Scusa, potresti dare un'occhiata in questo cassetto per me, per favore? Ho bisogno di verificare qualcosa e vorrei sapere se è lì.",OpenContainer
6684,Potresti gentilmente dare un'occhiata in quel cassetto per me?,OpenContainer
6685,"Potresti dare un'occhiata in quel cassetto per me, per favore?",OpenContainer
6686,"Potresti gentilmente controllare ciò che si trova all'interno del cassetto, per favore?",OpenContainer
6687,"Hey, potresti dare un'occhiata in quel cassetto per favore?",OpenContainer
6688,"Hey, puoi dare un'occhiata in quel cassetto là? Grazie.",OpenContainer
6689,"Vorrei che tu controllassi il contenuto del cassetto in modo freddo e distaccato, per favore.",OpenContainer
6690,"Vorrei che tu dessi un'occhiata nel cassetto, per favore.",OpenContainer
6691,Puoi controllare il contenuto di quel cassetto per favore?,OpenContainer
6692,Guarda nel cassetto là e fammi sapere se c'è qualcosa.,OpenContainer
6693,"Ciao, scusa se ti disturbo. Potresti per favore dare un'occhiata dentro al cassetto per verificare se ho lasciato la penna che cercavo? Grazie mille.",OpenContainer
6694,"Hey, tu! Vieni qui e apri il cassetto! Non fare tardi!",OpenContainer
6695,Guarda nel cassetto subito e senza fare domande!,OpenContainer
6696,Sbircia nel cassetto adesso!,OpenContainer
6697,"Sbircia nel cassetto subito, non perdere altro tempo!",OpenContainer
6698,"Sbircia nel cassetto adesso, senza fare storie!",OpenContainer
6699,"Vai a sbirciare in quel cassetto subito, senza fare storie!",OpenContainer
6700,"Scusa, potresti gentilmente dare un'occhiata in quel cassetto per me?",OpenContainer
6701,"Hey, potresti gentilmente dare un'occhiata in quel cassetto per vedere se c'è qualcosa che sto cercando?",OpenContainer
6702,"Ciao, mi piacerebbe se tu potessi dare un'occhiata in quel cassetto per me, per favore? Grazie mille.",OpenContainer
6703,"Potresti gentilmente dare un'occhiata nel cassetto là vicino, per favore?",OpenContainer
6704,"Hey, potresti dare un'occhiata dentro al cassetto e dirmi cosa c'è? Grazie.",OpenContainer
6705,Vai a controllare il contenuto del cassetto senza esitazione.,OpenContainer
6706,Vai a sbirciare nel cassetto senza esitazione.,OpenContainer
6707,Ti prego di controllare il contenuto del cassetto senza mostrare emozioni o reazioni.,OpenContainer
6708,Osserva all'interno del cassetto in modo freddo e distaccato.,OpenContainer
6709,"Sbircia nel cassetto, per favore",OpenContainer
6710,"Vai a controllare il contenuto del cassetto senza fare commenti o giudizi, in modo freddo e distaccato.",OpenContainer
6711,"Vai a controllare ciò che c'è dentro il cassetto, senza esitazione o emozione.",OpenContainer
6712,Vai a guardare all'interno del cassetto in modo freddo e distaccato.,OpenContainer
6713,Vai a controllare il contenuto del cassetto in modo distaccato.,OpenContainer
6714,"Voglio che vai a sbirciare nel cassetto là e mi dici cosa c'è dentro, senza esitare e senza emozioni.",OpenContainer
6715,"Ciao, potresti per favore dare un'occhiata dentro questo cassetto per vedere se c'è qualcosa per me?",OpenContainer
6716,"Ciao, potresti gentilmente dare un'occhiata dentro a quel cassetto per vedere se c'è qualcosa?",OpenContainer
6717,"Ciao, potresti dare un'occhiata dentro a quel cassetto per vedere se c'è qualcosa di interessante?",OpenContainer
6718,Potresti gentilmente dare un'occhiata dentro quel cassetto per vedere se c'è qualcosa che mi serve?,OpenContainer
6719,"Ciao, potresti per favore dare un'occhiata dentro a quel cassetto? Ho bisogno di sapere se c'è qualcosa dentro.",OpenContainer
6720,Potresti dare un'occhiata dentro al cassetto per favore?,OpenContainer
6721,"Ciao, potresti per favore dare un'occhiata in quel cassetto per vedere se c'è qualcosa di interessante?",OpenContainer
6722,"Mi scusi signora, potrebbe gentilmente sbirciare in quel cassetto per favore?",OpenContainer
6723,"Mi scusi, potrebbe gentilmente sbirciare nel cassetto là vicino e verificare se c'è qualcosa che cerco?",OpenContainer
6724,"Mi scusi, potrebbe SBIRCARE nel cassetto per favore?",OpenContainer
6725,"Per favore, controlla il contenuto di quel cassetto.",OpenContainer
6726,"Vorrei che tu dessi un'occhiata nel cassetto in modo freddo e distaccato, per favore.",OpenContainer
6727,"Per favore, potresti dare un'occhiata nel cassetto, per cortesia?",OpenContainer
6728,"Scusa, potresti gentilmente dare un'occhiata in quel cassetto per vedere se c'è qualcosa che sto cercando?",OpenContainer
6729,"Scusa, potresti dare un'occhiata dentro quel cassetto per me per favore?",OpenContainer
6730,"Mi scusi, potrei chiederle un piccolo favore? Potrebbe sbirciare in quel cassetto per me gentilmente? Sto cercando qualcosa e potrebbe essere lì dentro. Grazie mille.",OpenContainer
6731,"Scusa, potresti gentilmente dare un'occhiata in quel cassetto per me, per favore?",OpenContainer
6732,"Scusa, potresti gentilmente guardare dentro quel cassetto per me? Sto cercando qualcosa e non riesco a trovare, mi aiuteresti per favore? Grazie mille.",OpenContainer
6733,"Hey, potresti dare un'occhiata in quel cassetto per me?",OpenContainer
6734,Potresti per favore dare un'occhiata in quel cassetto là? Grazie.,OpenContainer
6735,Potresti gentilmente dare un'occhiata nel cassetto senza emettere giudizi o commenti?,OpenContainer
6736,Ti chiedo di aprire il cassetto e dare un'occhiata al suo contenuto in modo freddo e distaccato.,OpenContainer
6737,"Vorrei che tu desse un'occhiata in quel cassetto, per favore.",OpenContainer
6738,"Vorrei che tu controllassi il contenuto del cassetto, senza emozioni o reazioni particolari.",OpenContainer
6739,"Vorrei che tu sbirciassi in quel cassetto, senza fare commenti o esprimere emozioni.",OpenContainer
6740,"Ciao, mi potresti aiutare a cercare qualcosa in un cassetto per favore? Potresti dare uno sguardo e vedere se quello che cerco si trova lì dentro?",OpenContainer
6741,"Ciao, scusa, potresti gentilmente guardare dentro quel cassetto per controllare se c'è qualcosa che sto cercando?",OpenContainer
6742,Potresti gentilmente dare un'occhiata in quel cassetto per vedere se c'è qualcosa che sto cercando?,OpenContainer
6743,"Ciao, potresti gentilmente dare un'occhiata in quel cassetto per vedere se c'è qualcosa che stiamo cercando?",OpenContainer
6744,Potresti per favore dare un'occhiata in quel cassetto?,OpenContainer
6745,Accedi all'armadio e verifica il suo contenuto senza esitazione o espressione emotiva.,OpenContainer
6746,Mi permetti di avere accesso all'armadio per fare una verifica?,OpenContainer
6747,Accedi all'armadio e controlla il suo contenuto senza alcuna esitazione.,OpenContainer
6748,Potresti gentilmente dare un'occhiata all'interno dell'armadio per favore?,OpenContainer
6749,"Scusa, potresti per favore dare un'occhiata nell'armadio per controllare se c'è qualcosa che stiamo cercando? Ti ringrazio molto.",OpenContainer
6750,"Scusa, potresti dare un'occhiata nell'armadio per controllare se ho dimenticato qualcosa al suo interno?",OpenContainer
6751,Potresti gentilmente dare un'occhiata nell'armadio per controllare se c'è qualcosa che mi serve?,OpenContainer
6752,"Potresti gentilmente dare un'occhiata nell'armadio? Non è importante, ma mi piacerebbe sapere se c'è qualcosa dentro.",OpenContainer
6753,"Ciao, potresti dare un'occhiata dentro quell'armadio per favore?",OpenContainer
6754,"Scusa, potresti gentilmente dare un'occhiata nell'armadio per vedere se c'è qualcosa che mi serve?",OpenContainer
6755,"Scusa, potresti dare un'occhiata nell'armadio per favore? Ho smarrito qualcosa e penso che potrebbe essere lì dentro. Grazie mille per il tuo aiuto.",OpenContainer
6756,"Hey, potresti dare un'occhiata dentro quell'armadio per me?",OpenContainer
6757,"Potresti per favore controllare l'interno dell'armadio e dirmi cosa vedi, in modo freddo e distaccato?",OpenContainer
6758,Potresti controllare nell'armadio per favore?,OpenContainer
