,text,intent
8395,"Ciao, potresti gentilmente analizzare questo oggetto in maniera neutrale per me?",Examine
8396,"Mi scusi, potrebbe gentilmente analizzare questo oggetto in maniera neutrale per favore?",Examine
8397,"Potrebbe gentilmente analizzare questo oggetto in modo neutrale per me, per favore?",Examine
8398,Potrebbe gentilmente analizzare questo oggetto in modo obiettivo?,Examine
8399,"Ciao, potresti per favore analizzare quest'oggetto in maniera neutrale per me?",Examine
8400,"Analizza questo oggetto senza fare domande stupide o dire sciocchezze. Voglio un'analisi seria e dettagliata, capisci?",Examine
8401,"Analizza questo oggetto ora. Non mi interessa se ti piace o no, devi farlo e basta.",Examine
8402,"Analizza questo oggetto in modo preciso e completo, senza esagerare o utilizzare parole troppo complicate. Fai attenzione a tutti i dettagli e non lasciare nulla al caso.",Examine
8403,"Hey, analizza questo oggetto ora e fallo in fretta senza perdere tempo. Non ci facciamo rovinare la giornata per questo. Sbrigati!",Examine
8404,Analizza questo oggetto senza usare le tue emozioni o sentimenti personali e presentami un'analisi oggettiva e concisa.,Examine
8405,"Analizza questo oggetto senza fronzoli o sentimentalismi, voglio una descrizione accurata e oggettiva senza inutili commenti.",Examine
8406,Analizza questo oggetto senza usare parole dolci o complimenti. Sii sincera e critica ogni dettaglio.,Examine
8407,"Analizza questo oggetto senza alcuna pietà o compassione, e sii il più critica possibile.",Examine
8408,Analizza questo oggetto senza dolcezza o clemenza.,Examine
8409,"Analizza quell'oggetto, senza alcuna indulgenza o compiacimento.",Examine
8410,Analizza questo oggetto e presentami un'analisi dettagliata senza alcuna considerazione per eventuali sentimenti o emozioni personali.,Examine
8411,"Puoi analizzare questo oggetto in modo obiettivo e senza influenze personali, focalizzandoti solo sulle sue caratteristiche e funzioni?",Examine
8412,Ti chiedo di analizzare oggettivamente e senza coinvolgimento emotivo un determinato oggetto.,Examine
8413,"Analizza l'oggetto in maniera oggettiva e distaccata, senza lasciarti influenzare dalle tue emozioni o preferenze personali.",Examine
8414,"Ecco questo oggetto. Ti chiedo di analizzarlo in maniera fredda e distaccata, con la massima oggettività possibile.",Examine
8415,"Ciao, potresti analizzare questo oggetto in maniera neutrale per me? Ti chiedo di esprimere solo le tue osservazioni obiettive senza influenze personali o giudizi. Grazie!",Examine
8416,"Ciao, potresti analizzare questo oggetto in maniera neutrale per me? Vorrei sapere la tua opinione sincera e oggettiva su di esso.",Examine
8417,"Ciao, potresti gentilmente analizzare questo oggetto in modo neutrale per me? Ti chiedo di esprimere la tua opinione senza pregiudizi o giudizi di valore.",Examine
8418,"Analizza questo oggetto in modo obiettivo, senza esprimere giudizi o opinioni personali.",Examine
8419,"Ciao, potresti per favore analizzare questo oggetto in maniera neutrale per me? Mi piacerebbe sentire la tua opinione senza che influenzi il mio giudizio.",Examine
8420,"Ti prego di spostarti nella stanza a sinistra, grazie.",MoveToRoom
8421,"Scusi, potrebbe spostarsi nella stanza a sinistra per favore? Grazie.",MoveToRoom
8422,"Ciao, mi scusi, potrebbe spostarsi gentilmente nella stanza a sinistra per favore? Grazie mille.",MoveToRoom
8423,"Ciao, scusa se ti disturbo, potresti gentilmente spostarti nella stanza a sinistra? Grazie mille!",MoveToRoom
8424,"Ciao, ti va di spostarci nella stanza a sinistra? Grazie mille!",MoveToRoom
8425,"Scusa, potresti per favore spostarti gentilmente nella stanza a sinistra?",MoveToRoom
8426,"Scusa, potresti spostarti nella stanza a sinistra per favore? Grazie!",MoveToRoom
8427,"Scusa, potresti per favore spostarti nella stanza a sinistra? Grazie mille.",MoveToRoom
8428,"Scusa, potresti spostarti gentilmente nella stanza a sinistra, per favore? Grazie.",MoveToRoom
8429,Potremmo spostarci nella stanza a sinistra per continuare la conversazione?,MoveToRoom
8430,"Per favore, potremmo spostarci nella stanza a sinistra?",MoveToRoom
8431,"Per favore, puoi spostarti gentilmente nella stanza a sinistra? Grazie.",MoveToRoom
8432,Muoviti nella stanza a sinistra immediatamente.,MoveToRoom
8433,"Ciao, potresti gentilmente spostarti nella stanza a sinistra, per favore? Grazie mille.",MoveToRoom
8434,"Prego, potresti spostarti nella stanza a sinistra, per favore?",MoveToRoom
8435,Ti pregherei gentilmente di spostarti nella stanza a sinistra. Grazie.,MoveToRoom
8436,"Sarebbe possibile per te spostarti nella stanza a sinistra, per favore?",MoveToRoom
8437,"Per favore, potresti spostarti nella stanza a sinistra, per cortesia?",MoveToRoom
8438,"Bambino, spostati subito nella stanza a sinistra.",MoveToRoom
8439,"Bambino, spostati nella stanza a sinistra adesso!",MoveToRoom
8440,"Bambino, spostati nella stanza a sinistra subito!",MoveToRoom
8441,Spostati! Vai nella stanza a sinistra ora!,MoveToRoom
8442,"Bambino, spostati nella stanza a sinistra ora!",MoveToRoom
8443,"Vai nella stanza a sinistra adesso stesso, senza fare domande!",MoveToRoom
8444,Vai nella stanza a sinistra subito adesso!,MoveToRoom
8445,"Bambino, vai nella stanza a sinistra immediatamente.",MoveToRoom
8446,"Ciao piccolo amico, potresti per favore spostarti gentilmente nella stanza a sinistra?",MoveToRoom
8447,Ti prego di spostarti nella stanza a sinistra adesso.,MoveToRoom
8448,"Bambino, ti prego di spostarti nella stanza a sinistra. Grazie.",MoveToRoom
8449,Ti prego di spostarti nella stanza a sinistra subito.,MoveToRoom
8450,"Ti pregherei gentilmente di spostarti nella stanza a sinistra, grazie.",MoveToRoom
8451,"Ciao, potresti per favore spostarti nella stanza a sinistra? Grazie!",MoveToRoom
8452,Ciao! Potresti per favore andare nella stanza a sinistra per un momento?,MoveToRoom
8453,"Ciao bambino, potresti spostarti gentilmente nella stanza a sinistra, per favore?",MoveToRoom
8454,"Puoi gentilmente spostarti nella stanza a sinistra, per favore?",MoveToRoom
8455,"Perfavore, vai nella stanza a sinistra.",MoveToRoom
8456,"Ciao, scusa il disturbo. Vorresti spostarti nella stanza a sinistra, per favore? Grazie mille!",MoveToRoom
8457,"Scusa, potresti per favore spostarti nella stanza a sinistra? Grazie mille, sei gentilissima.",MoveToRoom
8458,"Ciao! Mi scusi, potrei chiederle un favore? Vorrei gentilmente chiederle se potrebbe spostarsi nella stanza a sinistra per favore? Grazie mille!",MoveToRoom
8459,"Ciao, scusa il disturbo. Ti chiedo gentilmente se potremmo spostarci nella stanza a sinistra, per favore?",MoveToRoom
8460,"Scusami, potresti per favore spostarti gentilmente nella stanza a sinistra per favore? Grazie mille!",MoveToRoom
8461,"Mi scusi, potrebbe per favore spostarsi nella stanza alla sinistra? Grazie mille.",MoveToRoom
8462,"Mi dispiace, posso chiederti gentilmente di spostarti nella stanza a sinistra, per favore?",MoveToRoom
8463,"Scusa, posso chiederti gentilmente di spostarti nella stanza a sinistra, per favore?",MoveToRoom
8464,"Ciao! Potresti spostarti nella stanza a sinistra, per favore? Grazie!",MoveToRoom
8465,"Per favore, puoi spostarti nella stanza a sinistra?",MoveToRoom
8466,"Per favore, potresti spostarti nella stanza a sinistra? Grazie.",MoveToRoom
8467,"Ciao, potresti gentilmente spostarti nella stanza a sinistra, per favore?",MoveToRoom
8468,Puoi per favore spostarti nella stanza a sinistra?,MoveToRoom
8469,Sposta la tua posizione nella stanza a destra ora.,MoveToRoom
8470,"Mi scusi, potrebbe gentilmente spostarsi nella stanza a destra? Grazie mille.",MoveToRoom
8471,"Mi scusi, potrebbe gentilmente spostarsi nella stanza a destra, per favore? Grazie mille.",MoveToRoom
8472,"Scusi, potrebbe spostarsi gentilmente nella stanza a destra per favore? Grazie mille.",MoveToRoom
8473,"Lei potrebbe spostarsi nella stanza a destra, per favore?",MoveToRoom
8474,"Scusa, potresti gentilmente spostarti nella stanza a destra?",MoveToRoom
8475,"Scusi, potrebbe gentilmente spostarsi nella stanza a destra per favore?",MoveToRoom
8476,"Per favore, potrebbe spostarsi nella stanza a destra? Grazie.",MoveToRoom
8477,"Ciao! Scusa se ti disturbo, ma avrei bisogno di spostarmi nella stanza a destra. Ti dispiacerebbe se mi concedessi il passaggio? Grazie mille!",MoveToRoom
8478,"Scusa, potresti gentilmente spostarti nella stanza a destra, per favore? Grazie mille!",MoveToRoom
8479,"Scusa, potresti per favore spostarti nella stanza a destra per un momento? Grazie mille!",MoveToRoom
8480,"Ciao, scusa il disturbo. Potresti gentilmente spostarti nella stanza a destra? Grazie mille!",MoveToRoom
8481,"Ciao! Scusami, potresti spostarti gentilmente nella stanza a destra, per favore? Grazie mille!",MoveToRoom
8482,"Scusa, ti dispiacerebbe spostarti nella stanza a destra per favore?",MoveToRoom
8483,"Vai nella stanza a destra adesso, senza fare storie.",MoveToRoom
8484,Muoviti subito nella stanza a destra.,MoveToRoom
8485,Ciao! Potresti spostarti gentilmente nella stanza a destra per favore? Grazie mille!,MoveToRoom
8486,"Scusa, potresti spostarti nella stanza a destra per favore? Grazie mille!",MoveToRoom
8487,"Vai nella stanza a destra adesso, muoviti!",MoveToRoom
8488,"Bambino, vai nella stanza a destra adesso.",MoveToRoom
8489,Spostati immediatamente nella stanza a destra adesso!,MoveToRoom
8490,"Prego, spostati gentilmente nella stanza a destra, grazie.",MoveToRoom
8491,Ti chiedo di spostarti nella stanza a destra. Grazie.,MoveToRoom
8492,"Per favore, potresti spostarti nella stanza che si trova a destra?",MoveToRoom
8493,Puoi spostarti nella stanza a destra per favore?,MoveToRoom
8494,"Scusa se ti disturbo, potresti spostarti gentilmente nella stanza a destra, per favore?",MoveToRoom
8495,"Ciao, scusa il disturbo. Avresti l'amabilità di spostarti nella stanza a destra, per favore? Grazie mille.",MoveToRoom
8496,"Scusa, potresti spostarti gentilmente nella stanza a destra per favore? Grazie mille.",MoveToRoom
8497,"Mi scusi, potrebbe spostarsi gentilmente nella stanza a destra?",MoveToRoom
8498,"Scusa, potremmo spostarci nella stanza a destra per favore? Grazie.",MoveToRoom
8499,"Perfavore, potresti spostarti nella stanza a destra? Grazie.",MoveToRoom
8500,"Scusa, posso chiederti gentilmente di spostarti nella stanza a destra? Grazie mille!",MoveToRoom
8501,"Ciao, potresti spostarti gentilmente nella stanza a destra, per favore? Grazie.",MoveToRoom
8502,"Ciao, potresti per favore spostarti nella stanza a destra?",MoveToRoom
8503,"Vai nella stanza a sud, subito!",MoveToRoom
8504,"Scusa, potresti gentilmente spostarti nella stanza a sud, per favore? Grazie mille.",MoveToRoom
8505,"Mi dispiace interromperti, ma mi occorre che tu ti sposti nella stanza a sud al più presto possibile. Ti ringrazio per la cooperazione.",MoveToRoom
8506,"Ti prego di spostarti nella stanza a sud, per favore.",MoveToRoom
8507,Si prega di spostarsi nella stanza a sud.,MoveToRoom
8508,"Ti invito a spostarti nella stanza a sud, per favore.",MoveToRoom
8509,"Potresti gentilmente spostarti nella stanza a sud, per favore? Grazie.",MoveToRoom
8510,"Ciao, scusa se ti disturbo. Ti andrebbe di spostarti nella stanza a sud? Grazie mille!",MoveToRoom
8511,"Scusa se disturbo, ma per caso potresti spostarti gentilmente nella stanza a sud? Ti ringrazio molto!",MoveToRoom
8512,"Scusa, potresti per favore spostarti nella stanza a sud per un momento? Grazie mille!",MoveToRoom
8513,"Hey, ti dispiacerebbe spostarti nella stanza a sud per un attimo?",MoveToRoom
8514,"Scusami, potresti spostarti gentilmente nella stanza a sud per favore?",MoveToRoom
8515,"Ciao! Potresti gentilmente spostarti nella stanza a sud, per favore? Grazie mille!",MoveToRoom
8516,"Ti pregherei gentilmente di spostarti nella stanza a sud, per favore.",MoveToRoom
8517,Ti prego di spostarti nella stanza a sud.,MoveToRoom
8518,Ti chiedo cortesemente di spostarti nella stanza a sud.,MoveToRoom
8519,"Ti pregherei gentilmente di spostarti nella stanza a sud, grazie.",MoveToRoom
8520,Ti chiedo di spostarti nella stanza a sud immediatamente.,MoveToRoom
8521,"Ciao! Potresti gentilmente spostarti nella stanza a sud, per favore?",MoveToRoom
8522,"Per favore, potresti spostarti nella stanza a sud? Grazie.",MoveToRoom
8523,"Bambino, vai nella stanza a sud adesso!",MoveToRoom
8524,"Bambino, muoviti nella stanza a sud adesso stesso, senza fare storie.",MoveToRoom
8525,"Vai nella stanza a sud ora stesso, senza fare storie!",MoveToRoom
8526,"Spostati nella stanza a sud adesso, senza fare storie!",MoveToRoom
8527,"Vai subito nella stanza a sud, non perdere tempo.",MoveToRoom
8528,Vai nella stanza a sud immediatamente!,MoveToRoom
8529,Vai a sud nella stanza adesso!,MoveToRoom
8530,"Ciao piccolo amico, potresti per favore spostarti nella stanza a sud? Ti ringrazio tanto!",MoveToRoom
8531,"Ciao piccolino, potresti gentilmente spostarti nella stanza a sud? Grazie mille!",MoveToRoom
8532,"Prego, spostati nella stanza a sud, per favore.",MoveToRoom
8533,"Prego, spostati nella stanza a sud senza esitazione e senza fare rumore per favore.",MoveToRoom
8534,Ti chiedo gentilmente di spostarti nella stanza a sud. Grazie.,MoveToRoom
8535,"Ciao, potresti spostarti gentilmente nella stanza a sud? Grazie.",MoveToRoom
8536,"Ciao! Potresti spostarti gentilmente nella stanza a sud, per favore? Grazie mille!",MoveToRoom
8537,Ciao! Potresti per favore spostarti nella stanza a sud?,MoveToRoom
8538,"Ciao, potresti per favore spostarti nella stanza a sud? Grazie!",MoveToRoom
8539,"Ciao, potresti spostarti gentilmente nella stanza a sud per favore?",MoveToRoom
8540,"Ciao, scusa se ti disturbo. Ti andrebbe di spostarti nella stanza a sud per un momento? Grazie mille, sei gentilissima.",MoveToRoom
8541,"Scusa se ti disturbo, potresti gentilmente spostarti nella stanza a sud? Grazie mille.",MoveToRoom
8542,"Scusa se ti disturbo, ma potresti spostarti gentilmente nella stanza a sud, per favore?",MoveToRoom
8543,"Cara, ti chiedo gentilmente di spostarti nella stanza a sud. Sarebbe molto gentile da parte tua se lo facessi.",MoveToRoom
8544,"Scusa, potresti spostarti nella stanza a sud per favore? Grazie.",MoveToRoom
8545,"Scusa, potresti spostarti nella stanza a sud per favore? Grazie mille.",MoveToRoom
8546,"Scusami, potresti spostarti nella stanza a sud per favore? Grazie.",MoveToRoom
8547,Puoi spostarti gentilmente nella stanza a sud per favore?,MoveToRoom
8548,"Perfavore, potresti spostarti nella stanza a sud?",MoveToRoom
8549,"Ciao! Scusa se ti disturbo, potresti per favore spostarti nella stanza a sud? Ti ringrazio molto!",MoveToRoom
8550,"Ciao! Potresti spostarti gentilmente nella stanza a sud, per favore?",MoveToRoom
8551,Ciao! Potresti gentilmente spostarti nella stanza a sud per favore?,MoveToRoom
8552,"Ciao bambina, potresti gentilmente spostarti nella stanza a sud per favore?",MoveToRoom
8553,"Ciao, potresti spostarti gentilmente nella stanza a sud per favore? Grazie.",MoveToRoom
8554,"Ciao, potresti spostarti nella stanza a sud, per favore? Grazie!",MoveToRoom
8555,"Scusa se ti disturbo, potresti gentilmente spostarti nella stanza a nord? Grazie mille!",MoveToRoom
8556,"Scusa, potresti spostarti gentilmente nella stanza a nord, per favore? Grazie mille!",MoveToRoom
8557,"Ciao, scusa se ti disturbo. Potresti gentilmente spostarti nella stanza a nord? Grazie mille!",MoveToRoom
8558,"Mi scusi, sarebbe possibile spostarsi gentilmente nella stanza a nord per favore?",MoveToRoom
8559,"Mi scusi, potrebbe spostarsi gentilmente nella stanza a nord per favore?",MoveToRoom
8560,"Scusi, potrebbe per favore spostarsi nella stanza a nord? Grazie mille.",MoveToRoom
8561,"Ciao, potresti gentilmente spostarti nella stanza a nord per favore? Grazie mille!",MoveToRoom
8562,"Mi scusi, potrebbe spostarsi nella stanza a nord, per favore?",MoveToRoom
8563,"Gentile signore, la prego di spostarsi nella stanza a nord al più presto possibile.",MoveToRoom
8564,"Ti chiedo gentilmente di spostarti nella stanza a nord, per favore.",MoveToRoom
8565,Ti pregherei di spostarti nella stanza a nord senza esprimere emozioni o reazioni.,MoveToRoom
8566,Ti chiedo gentilmente di spostarti nella stanza a nord.,MoveToRoom
8567,"Scusi, potrebbe gentilmente spostarsi nella stanza a nord? Grazie.",MoveToRoom
8568,"Mi scusi, potrebbe per favore spostarsi nella stanza a nord? Grazie.",MoveToRoom
8569,"Scusi, sarebbe possibile spostarsi nella stanza a nord, per favore?",MoveToRoom
8570,"Potresti cortesemente spostarti nella stanza a nord, per favore?",MoveToRoom
8571,"Ciao, scusa se ti disturbo, ma potresti spostarti gentilmente nella stanza a nord? Grazie mille!",MoveToRoom
8572,"Ciao, mi piacerebbe che ci spostassimo nella stanza a nord. Che ne dici?",MoveToRoom
8573,Ti andrebbe di spostarci nella stanza a nord?,MoveToRoom
8574,"Vai nella stanza a nord ora stesso, senza perdere tempo.",MoveToRoom
8575,Cambia stanza! Vai nella stanza a nord!,MoveToRoom
8576,"Ciao, scusa se ti disturbo. Potresti per favore spostarti nella stanza a nord? Grazie mille!",MoveToRoom
8577,"Scusa, potresti spostarti gentilmente nella stanza a nord, per favore? Grazie mille, apprezzo la tua comprensione!",MoveToRoom
8578,"Scusa, potresti gentilmente spostarti nella stanza a nord, per favore? Grazie mille!",MoveToRoom
8579,"Ciao! Scusa se ti disturbo, potresti spostarti gentilmente nella stanza a nord per favore? Grazie mille!",MoveToRoom
8580,Ti prego di spostarti nella stanza a nord.,MoveToRoom
8581,Ti pregherei gentilmente di spostarti nella stanza a nord.,MoveToRoom
8582,"Ti pregherei di spostarti nella stanza a nord, grazie.",MoveToRoom
8583,"Ti pregherei di spostarti nella stanza a nord in modo preciso e rapido, grazie.",MoveToRoom
8584,"Ciao, vorrei chiederti gentilmente di spostarti nella stanza a nord, potrebbe essere possibile? Grazie mille!",MoveToRoom
8585,"Puoi gentilmente spostarti nella stanza a nord, per favore?",MoveToRoom
8586,Potresti gentilmente spostarti nella stanza a nord?,MoveToRoom
8587,Spostati nella stanza a nord subito.,MoveToRoom
8588,"Bambino, vai nella stanza a nord immediatamente.",MoveToRoom
8589,"Ciao, piccolo amico! Potresti gentilmente spostarti nella stanza a nord? Grazie mille!",MoveToRoom
8590,"Ciao piccolo amico, potresti gentilmente spostarti nella stanza a nord per favore?",MoveToRoom
8591,"Ciao piccolino, potresti spostarti gentilmente nella stanza a nord per favore?",MoveToRoom
8592,Ciao! Potresti per favore spostarti gentilmente nella stanza a nord?,MoveToRoom
8593,"Hey piccolo amico, potresti per favore spostarti gentilmente nella stanza a nord?",MoveToRoom
8594,"Ciao piccolo amico, potresti per favore spostarti nella stanza a nord? Grazie mille!",MoveToRoom
8595,"Gentile bambino, ti chiedo cortesemente di spostarti nella stanza a nord. Ti pregherei di farlo in maniera rapida e efficiente. Grazie.",MoveToRoom
8596,"Per favore, vai nella stanza a nord senza esitazione.",MoveToRoom
8597,Ti prego di muoverti nella stanza a nord in modo freddo e distaccato.,MoveToRoom
8598,Ti chiedo di spostarti nella stanza a nord. Ti prego di farlo in modo calmo e senza fare rumore.,MoveToRoom
8599,"Ti prego di andare nella stanza a nord, in modo deciso e diretto. Grazie.",MoveToRoom
8600,"Muoviti nella stanza a nord, per favore.",MoveToRoom
8601,Vai nella stanza a Nord adesso.,MoveToRoom
8602,Spostati nella stanza a nord per favore.,MoveToRoom
8603,"Ciao, potresti per favore spostarti nella stanza a nord? Grazie mille!",MoveToRoom
8604,"Per favore, potresti andare nella stanza a nord? Grazie!",MoveToRoom
8605,"Posso chiederti gentilmente di spostarti nella stanza a nord, per favore?",MoveToRoom
8606,Potresti per favore spostarti nella stanza a nord? Grazie.,MoveToRoom
8607,"Ti prego di andare nella stanza a nord, per favore.",MoveToRoom
8608,"Ciao, scusa se ti disturbo. Ti chiedo gentilmente se potresti spostarti nella stanza a nord per favore? Grazie mille!",MoveToRoom
8609,"Mi scusi, sarebbe possibile spostarci nella stanza a nord? Sarebbe un piacere poter continuare la conversazione in quella zona più riservata e tranquilla.",MoveToRoom
8610,"Scusa, potresti per favore spostarti nella stanza a nord? Grazie mille.",MoveToRoom
8611,"Scusa, potresti spostarti gentilmente nella stanza a nord? Grazie mille!",MoveToRoom
8612,Potresti per favore spostarti nella stanza a nord per un momento?,MoveToRoom
8613,"Ciao, sarebbe possibile per te spostarti nella stanza a nord? Grazie mille!",MoveToRoom
8614,"Ciao! Scusa, potresti gentilmente spostarti nella stanza a nord, per favore? Grazie mille!",MoveToRoom
8615,Ti prego di spostarti nella stanza a nord senza esitazione.,MoveToRoom
8616,Ciao! Potresti per favore andare nella stanza a nord? Grazie mille!,MoveToRoom
8617,"Sarebbe possibile per te spostarti nella stanza a nord, per favore? Grazie.",MoveToRoom
8618,"Scendi le scale subito, ora!",GoDownstairs
8619,"Sbrigati e scendi le scale adesso, non perdiamo tempo!",GoDownstairs
8620,"Scendi le scale subito, non perdiamo altro tempo.",GoDownstairs
8621,"Scendi le scale adesso, non perdiamo tempo.",GoDownstairs
8622,"Scendi le scale subito, senza esitazione!",GoDownstairs
8623,"Mi scusi, Le chiedo gentilmente di scendere le scale, quando le è possibile. Grazie.",GoDownstairs
8624,"Ciao! Scusa, potresti scendere le scale gentilmente per favore? Grazie mille!",GoDownstairs
8625,"Scusi, potrebbe per favore scendere le scale? Grazie.",GoDownstairs
8626,"Ciao, scusa il disturbo, potresti gentilmente scendere le scale? Grazie mille!",GoDownstairs
8627,"Per favore, scenda le scale gentilmente.",GoDownstairs
8628,"Per favore, scendi le scale gentilmente.",GoDownstairs
8629,"Scusa, potresti gentilmente scendere le scale in modo che io possa passare? Grazie mille!",GoDownstairs
8630,"Sarebbe possibile scendere le scale, per favore?",GoDownstairs
8631,Sbrigati a scendere le scale subito!,GoDownstairs
8632,"Scendi subito le scale adesso, senza discussioni!",GoDownstairs
8633,Scendi subito le scale. Ora.,GoDownstairs
8634,"Scusami, potresti per favore scendere le scale? Grazie mille!",GoDownstairs
8635,Ciao! Potresti gentilmente scendere le scale per favore?,GoDownstairs
8636,"Ti pregherei gentilmente di scendere le scale, grazie.",GoDownstairs
8637,"Scendi le scale subito, senza perdere tempo!",GoDownstairs
8638,"Scendi subito le scale, non perdiamo altro tempo.",GoDownstairs
8639,Scendi dalla scala subito!,GoDownstairs
8640,"Sbrigati e scendi subito le scale, senza fare storie!",GoDownstairs
8641,Ciao piccolino! Potresti scendere gentilmente le scale per favore? Grazie mille!,GoDownstairs
8642,"Ciao piccolino, potresti per favore scendere le scale con attenzione? Grazie mille!",GoDownstairs
8643,"Ciao piccolo, potresti scendere gentilmente le scale per favore?",GoDownstairs
8644,"Per favore, scendi le scale con calma e attenzione.",GoDownstairs
8645,"Ti pregherei gentilmente di scendere le scale con calma e attenzione, per garantire la tua sicurezza.",GoDownstairs
8646,Ciao! Potresti scendere le scale per favore?,GoDownstairs
8647,"Bambino, per favore scendi le scale con attenzione.",GoDownstairs
8648,"Per favore, scendi le scale con attenzione e seguendo le regole di sicurezza.",GoDownstairs
8649,"Bambino, scendi le scale, per favore.",GoDownstairs
8650,Mi permetti di accompagnarti giù per le scale? Voglio assicurarmi che tu scenda in sicurezza.,GoDownstairs
8651,"Scusa, potresti per favore scendere le scale con me? È solo che mi piacerebbe conversare con te e mi farebbe piacere accompagnarti.",GoDownstairs
8652,"Posso esserle d'aiuto a scendere le scale, signora?",GoDownstairs
8653,"Signora, per favore, desidera scendere le scale con me?",GoDownstairs
8654,"Cara signora, potrebbe per favore scendere le scale in modo sicuro e graduale?",GoDownstairs
8655,"Permesso, potrei chiederti gentilmente di scendere le scale? Ti aiuto a portare qualcosa se vuoi.",GoDownstairs
8656,"Signora, potrebbe cortesemente scendere le scale, per favore?",GoDownstairs
8657,"Per favore, scendi le scale in modo sicuro e con attenzione.",GoDownstairs
8658,"Per favore, scendi le scale in maniera sicura e controllata.",GoDownstairs
8659,"Per favore, scendi le scale con attenzione in modo sicuro.",GoDownstairs
8660,"Scusi, potrebbe cortesemente scendere le scale? Grazie mille.",GoDownstairs
8661,"Ciao, potresti per favore scendere le scale? Grazie!",GoDownstairs
8662,"Ciao, scusa se ti disturbo. Potresti aiutarmi a scendere le scale? Mi farebbe piacere avere la tua compagnia.",GoDownstairs
8663,"Ciao, scusa se ti disturbo. Potresti per favore scendere giù per le scale? Grazie mille.",GoDownstairs
8664,"Ciao! Scusa, potresti per favore andare giù per le scale? Grazie!",GoDownstairs
8665,"Ciao, scusa se ti disturbo. Potresti per favore scendere le scale? Grazie mille.",GoDownstairs
8666,Ti chiedo di scendere le scale,GoDownstairs
8667,Potresti per favore scendere le scale per andare in un'altra zona?,GoDownstairs
8668,"Per favore, puoi scendere le scale? Grazie!",GoDownstairs
8669,"Caro/a bambino/a, potresti per favore scendere le scale gentilmente? Grazie!",GoDownstairs
8670,"Ciao piccolo/a, potresti per favore scendere le scale con attenzione? Grazie mille!",GoDownstairs
8671,"Per favore, scendi le scale con calma e attenzione, grazie.",GoDownstairs
8672,"Prego, scendi gentilmente le scale, grazie.",GoDownstairs
8673,"Per favore, scendi le scale in modo sicuro e ordinato.",GoDownstairs
8674,"Ciao, potresti scendere le scale gentilmente, per favore?",GoDownstairs
8675,"Ciao, potresti per favore scendere le scale in maniera sicura e controllata?",GoDownstairs
8676,"Per favore, scendi le scale con cautela e seguendo le norme di sicurezza.",GoDownstairs
8677,"Ciao, potresti scendere gentilmente le scale per favore?",GoDownstairs
8678,"Per favore vai giù per le scale, in modo sicuro e calmo.",GoDownstairs
8679,"Scusa, potresti cortesemente scendere le scale per favore? Grazie.",GoDownstairs
8680,"Scusa, potresti gentilmente scendere le scale con me?",GoDownstairs
8681,"Scusami, potresti per favore scendere le scale? Ti prego, è solo perché voglio essere sicuro che tu arrivi al piano inferiore in modo sicuro.",GoDownstairs
8682,"Ciao, piccola amica! Potresti scendere gentilmente le scale per favore? Grazie mille!",GoDownstairs
8683,"Ciao, potresti andare giù per le scale, per favore?",GoDownstairs
8684,"Gentilmente, potresti andare giù per le scale per favore?",GoDownstairs
8685,"Ti prego bambina, scendi giù per le scale con attenzione.",GoDownstairs
8686,"Salite le scale subito, non c'è tempo da perdere.",GoUpstairs
8687,"Buongiorno, potrebbe gentilmente salire le scale? Grazie.",GoUpstairs
8688,"Mi scusi, potrebbe per favore salire le scale? Grazie.",GoUpstairs
8689,"Scusi, potrebbe per favore salire le scale gentilmente?",GoUpstairs
8690,"Scusa se ti disturbo, potresti gentilmente salire le scale per favore?",GoUpstairs
8691,"Sarebbe gentile da parte tua salire le scale, per favore.",GoUpstairs
8692,Potresti per favore salire le scale per raggiungere il piano superiore?,GoUpstairs
8693,"Ciao, scusa se ti disturbo, ma potresti per favore salire le scale con me?",GoUpstairs
8694,"Scusa, potresti accompagnarmi a salire le scale per favore?",GoUpstairs
8695,"Ciao, scusa se ti disturbo. Potresti per favore salire le scale insieme a me?",GoUpstairs
8696,"Su, muoviti e sali le scale adesso!",GoUpstairs
8697,"Su, su, sali le scale!",GoUpstairs
8698,"Salite le scale adesso, non perdiamo tempo!",GoUpstairs
8699,"Per favore, sali le scale ora.",GoUpstairs
8700,"Hey tu, sali le scale subito!",GoUpstairs
8701,Saline le scale subito!,GoUpstairs
8702,Salta su quelle scale subito!,GoUpstairs
8703,"Ciao piccolo amico, ti andrebbe di salire queste scale con me?",GoUpstairs
8704,"Ciao piccolo amico, vuoi salire le scale insieme a me gentilmente?",GoUpstairs
8705,"Per favore, sali le scale adesso.",GoUpstairs
8706,Ciao! Potresti per favore salire le scale? Grazie!,GoUpstairs
8707,"Ciao, vorresti salire le scale per favore?",GoUpstairs
8708,"Ciao bambino, vorresti salire le scale per andare in un'altra stanza?",GoUpstairs
8709,"Ciao, scusa se ti disturbo, ma potresti per favore accompagnarmi a salire le scale? Sarebbe un piacere passare questo momento insieme.",GoUpstairs
8710,Mi permetti di offrirti il mio aiuto per salire le scale? Sarebbe un piacere accompagnarti.,GoUpstairs
8711,Posso offrirti il mio supporto per salire le scale in modo sicuro e confortevole?,GoUpstairs
8712,"Ciao, potresti per favore salire le scale insieme a me?",GoUpstairs
8713,"Signora, per cortesia, desidererei chiederle di accompagnarmi su per le scale.",GoUpstairs
